state,city,stateDisplay,cityDisplay,avgRoofSizeSqft,avgPitch,roofsScanned,lastUpdated,laborCostLow,laborCostHigh,asphalt_shingle_costPerSqft,asphalt_shingle_costPerSquare,metal_costPerSqft,metal_costPerSquare,designer_shingle_costPerSqft,designer_shingle_costPerSquare,clay_terra_cotta_costPerSqft,clay_terra_cotta_costPerSquare,concrete_costPerSqft,concrete_costPerSquare,cedar_shingle_costPerSqft,cedar_shingle_costPerSquare,flat_roof_costPerSqft,flat_roof_costPerSquare
mississippi,southaven,Mississippi,Southaven,1753,6/12,17195,2026-02-09,,,7.62,762,19.17,1917,8.03,803,,,,,,,,
mississippi,starkville,Mississippi,Starkville,2615,6/12,16598,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,tupelo,Mississippi,Tupelo,2615,4/12,19705,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,vicksburg,Mississippi,Vicksburg,2615,4/12,17554,2026-02-09,1.75,3.25,5.78,578,19.17,1917,8.03,803,,,,,,,,
missouri,ballwin,Missouri,Ballwin,2456,6/12,29051,2026-02-09,,,6.56,656,14.31,1431,8.49,849,,,,,,,,
missouri,blue-springs,Missouri,Blue Springs,1770,6/12,20024,2026-02-09,1.5,3.5,6.36,636,14.31,1431,8.49,849,,,,,,,,
missouri,cape-girardeau,Missouri,Cape Girardeau,2022,6/12,18655,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,chesterfield,Missouri,Chesterfield,3330,6/12,19246,2026-02-09,,,6.99,699,14.31,1431,8.49,849,,,,,,,,
missouri,columbia,Missouri,Columbia,2022,4/12,49727,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,florissant,Missouri,Florissant,1873,6/12,36445,2026-02-09,,,6.06,606,14.31,1431,8.49,849,,,,,,,,
missouri,independence,Missouri,Independence,1770,6/12,49108,2026-02-09,,,6.36,636,14.31,1431,8.49,849,,,,,,,,
missouri,jefferson-city,Missouri,Jefferson City,2022,4/12,26464,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,joplin,Missouri,Joplin,2022,4/12,34197,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,kansas-city,Missouri,Kansas City,1770,4/12,191607,2026-02-09,1.5,2.5,6.36,636,14.31,1431,8.49,849,,,,,,,,
missouri,lebanon,Missouri,Lebanon,2022,6/12,18335,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,lees-summit,Missouri,Lees Summit,1770,6/12,35186,2026-02-09,,,6.36,636,14.31,1431,8.49,849,,,,,,,,
missouri,poplar-bluff,Missouri,Poplar Bluff,2022,4/12,19478,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,saint-charles,Missouri,Saint Charles,2254,4/12,44521,2026-02-09,,,6.69,669,14.31,1431,8.49,849,,,,,,,,
missouri,saint-joseph,Missouri,Saint Joseph,2022,4/12,39704,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,saint-louis,Missouri,Saint Louis,2456,4/12,315251,2026-02-09,,,6.56,656,14.31,1431,8.49,849,,,,,,,,
missouri,saint-peters,Missouri,Saint Peters,2693,6/12,25223,2026-02-09,1.2,2.0,6.79,679,14.31,1431,8.49,849,,,,,,,,
missouri,sedalia,Missouri,Sedalia,2022,4/12,19220,2026-02-09,,,6.4,640,14.31,1431,8.49,849,,,,,,,,
missouri,springfield,Missouri,Springfield,1859,4/12,85280,2026-02-09,,,6.76,676,14.31,1431,8.49,849,,,,,,,,
missouri,wentzville,Missouri,Wentzville,2693,6/12,15449,2026-02-09,,,6.79,679,14.31,1431,8.49,849,,,,,,,,
montana,belgrade,Montana,Belgrade,2260,6/12,9904,2026-02-09,,,6.93,693,11.94,1194,7.96,796,,,,,,,,
montana,bigfork,Montana,Bigfork,1864,6/12,6975,2026-02-09,,,6.84,684,11.94,1194,7.96,796,,,,,,,,
montana,billings,Montana,Billings,2377,6/12,59459,2026-02-09,1.5,3.5,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,bozeman,Montana,Bozeman,2260,6/12,26610,2026-02-09,,,6.93,693,11.94,1194,7.96,796,,,,,,,,
montana,butte,Montana,Butte,2377,6/12,20892,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,clancy,Montana,Clancy,2377,6/12,3397,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,east-helena,Montana,East Helena,2377,6/12,4370,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,florence,Montana,Florence,2377,6/12,4068,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,great-falls,Montana,Great Falls,2377,6/12,37277,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,havre,Montana,Havre,2377,6/12,9410,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,helena,Montana,Helena,2377,6/12,32036,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,kalispell,Montana,Kalispell,3374,6/12,27355,2026-02-09,,,6.88,688,11.94,1194,7.96,796,,,,,,,,
montana,laurel,Montana,Laurel,2377,6/12,7063,2026-02-09,2.25,4.5,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,lewistown,Montana,Lewistown,2377,6/12,8420,2026-02-09,1.5,3.0,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,livingston,Montana,Livingston,2377,6/12,10180,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,miles-city,Montana,Miles City,2377,6/12,7491,2026-02-09,,,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,missoula,Montana,Missoula,2457,6/12,39667,2026-02-09,2.75,5.0,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,stevensville,Montana,Stevensville,2377,6/12,8222,2026-02-09,2.0,4.0,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,victor,Montana,Victor,2377,6/12,3305,2026-02-09,3.0,6.0,6.81,681,11.94,1194,7.96,796,,,,,,,,
montana,whitefish,Montana,Whitefish,3374,6/12,6907,2026-02-09,,,6.88,688,11.94,1194,7.96,796,,,,,,,,
nebraska,alliance,Nebraska,Alliance,2034,4/12,7526,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,beatrice,Nebraska,Beatrice,2034,6/12,9405,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,bellevue,Nebraska,Bellevue,1830,6/12,20183,2026-02-09,1.75,4.5,6.44,644,14.31,1431,7.96,796,,,,,,,,
nebraska,blair,Nebraska,Blair,2034,4/12,7012,2026-02-09,1.5,3.25,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,columbus,Nebraska,Columbus,2034,4/12,16273,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,elkhorn,Nebraska,Elkhorn,2135,6/12,6402,2026-02-09,,,6.81,681,14.31,1431,7.96,796,,,,,,,,
nebraska,fremont,Nebraska,Fremont,2034,4/12,14368,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,gering,Nebraska,Gering,2034,4/12,6184,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,grand-island,Nebraska,Grand Island,2034,6/12,22126,2026-02-09,1.5,3.0,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,hastings,Nebraska,Hastings,2034,4/12,12931,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,kearney,Nebraska,Kearney,2034,4/12,16326,2026-02-09,1.5,3.0,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,lexington,Nebraska,Lexington,2034,4/12,6306,2026-02-09,4.5,6.5,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,lincoln,Nebraska,Lincoln,2034,6/12,83906,2026-02-09,1.25,2.5,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,norfolk,Nebraska,Norfolk,2034,4/12,15231,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,north-platte,Nebraska,North Platte,2034,4/12,17202,2026-02-09,1.2,2.75,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,omaha,Nebraska,Omaha,2135,6/12,177224,2026-02-09,,,6.81,681,14.31,1431,7.96,796,,,,,,,,
nebraska,papillion,Nebraska,Papillion,1830,6/12,9472,2026-02-09,,,6.44,644,14.31,1431,7.96,796,,,,,,,,
nebraska,plattsmouth,Nebraska,Plattsmouth,2034,4/12,6886,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,scottsbluff,Nebraska,Scottsbluff,2034,4/12,9851,2026-02-09,2.0,3.5,6.32,632,14.31,1431,7.96,796,,,,,,,,
nebraska,york,Nebraska,York,2034,4/12,6088,2026-02-09,,,6.32,632,14.31,1431,7.96,796,,,,,,,,
nevada,boulder-city,Nevada,Boulder City,3194,4/12,7296,2026-02-09,2.5,4.5,6.75,675,,,,,13.97,1397,9.74,974,,,,
nevada,carson-city,Nevada,Carson City,3194,6/12,22402,2026-02-09,1.75,3.0,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,dayton,Nevada,Dayton,3194,6/12,6842,2026-02-09,,,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,elko,Nevada,Elko,3194,6/12,9509,2026-02-09,3.0,6.0,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,fallon,Nevada,Fallon,3194,4/12,16651,2026-02-09,,,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,fernley,Nevada,Fernley,3194,4/12,8613,2026-02-09,1.5,3.5,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,henderson,Nevada,Henderson,3194,4/12,68233,2026-02-09,1.2,2.5,6.75,675,,,,,13.97,1397,9.74,974,,,,
nevada,las-vegas,Nevada,Las Vegas,3194,4/12,366483,2026-02-09,2.0,5.0,6.5,650,,,,,13.97,1397,9.74,974,,,,
nevada,laughlin,Nevada,Laughlin,3194,4/12,2324,2026-02-09,1.25,2.25,6.75,675,,,,,13.97,1397,9.74,974,,,,
nevada,mesquite,Nevada,Mesquite,3194,4/12,6574,2026-02-09,2.0,4.5,6.75,675,,,,,13.97,1397,9.74,974,,,,
nevada,n-las-vegas,Nevada,N Las Vegas,3194,4/12,0,2026-02-09,1.5,3.0,6.75,675,,,,,13.97,1397,9.74,974,,,,
nevada,north-las-vegas,Nevada,North Las Vegas,3194,4/12,63947,2026-02-09,1.8,3.5,6.75,675,,,,,13.97,1397,9.74,974,,,,
nevada,pahrump,Nevada,Pahrump,3194,4/12,22683,2026-02-09,,,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,reno,Nevada,Reno,3194,6/12,85116,2026-02-09,,,7.61,761,,,,,13.97,1397,9.74,974,,,,
nevada,silver-springs,Nevada,Silver Springs,3194,4/12,5441,2026-02-09,2.5,5.5,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,sparks,Nevada,Sparks,3194,6/12,35600,2026-02-09,,,7.59,759,,,,,13.97,1397,9.74,974,,,,
nevada,spring-creek,Nevada,Spring Creek,3194,6/12,8611,2026-02-09,2.5,6.0,7.3,730,,,,,13.97,1397,9.74,974,,,,
nevada,sun-valley,Nevada,Sun Valley,3194,6/12,6554,2026-02-09,2.0,4.5,7.59,759,,,,,13.97,1397,9.74,974,,,,
nevada,winnemucca,Nevada,Winnemucca,3194,6/12,9106,2026-02-09,,,7.3,730,,,,,13.97,1397,9.74,974,,,,
new-hampshire,bedford,New Hampshire,Bedford,2082,6/12,7344,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,concord,New Hampshire,Concord,2082,6/12,14618,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,derry,New Hampshire,Derry,2139,6/12,9809,2026-02-09,,,6.77,677,,,7.96,796,,,,,,,,
new-hampshire,dover,New Hampshire,Dover,2082,6/12,9312,2026-02-09,2.5,4.5,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,exeter,New Hampshire,Exeter,2139,6/12,8106,2026-02-09,4.0,7.0,6.77,677,,,7.96,796,,,,,,,,
new-hampshire,gilford,New Hampshire,Gilford,2082,6/12,4942,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,hampton,New Hampshire,Hampton,2139,6/12,7258,2026-02-09,2.5,4.5,6.77,677,,,7.96,796,,,,,,,,
new-hampshire,hudson,New Hampshire,Hudson,2082,6/12,8330,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,keene,New Hampshire,Keene,2082,6/12,7744,2026-02-09,3.0,6.0,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,laconia,New Hampshire,Laconia,2082,6/12,7553,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,londonderry,New Hampshire,Londonderry,2139,6/12,7789,2026-02-09,,,6.77,677,,,7.96,796,,,,,,,,
new-hampshire,manchester,New Hampshire,Manchester,2082,6/12,30065,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,merrimack,New Hampshire,Merrimack,2082,6/12,8634,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,milford,New Hampshire,Milford,2082,6/12,4900,2026-02-09,2.0,4.5,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,moultonborough,New Hampshire,Moultonborough,2082,4/12,6024,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,nashua,New Hampshire,Nashua,2082,6/12,23555,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,portsmouth,New Hampshire,Portsmouth,2139,6/12,7227,2026-02-09,,,6.77,677,,,7.96,796,,,,,,,,
new-hampshire,rochester,New Hampshire,Rochester,2082,6/12,11693,2026-02-09,,,6.05,605,,,7.96,796,,,,,,,,
new-hampshire,salem,New Hampshire,Salem,1535,4/12,7837,2026-02-09,,,7.39,739,,,7.96,796,,,,,,,,
new-hampshire,windham,New Hampshire,Windham,2139,6/12,4957,2026-02-09,3.5,6.5,6.77,677,,,7.96,796,,,,,,,,
new-jersey,brick,New Jersey,Brick,1898,6/12,27495,2026-02-09,,,6.18,618,,,6.74,674,,,,,,,,
new-jersey,bridgeton,New Jersey,Bridgeton,1637,6/12,19032,2026-02-09,,,6.08,608,,,6.74,674,,,,,,,,
new-jersey,cherry-hill,New Jersey,Cherry Hill,1898,6/12,22275,2026-02-09,2.5,4.5,6.18,618,,,6.74,674,,,,,,,,
new-jersey,clifton,New Jersey,Clifton,1898,6/12,17386,2026-02-09,3.5,6.5,6.18,618,,,6.74,674,,,,,,,,
new-jersey,edison,New Jersey,Edison,1801,6/12,22013,2026-02-09,,,5.36,536,,,6.74,674,,,,,,,,
new-jersey,egg-harbor-township,New Jersey,Egg Harbor Township,1898,6/12,16413,2026-02-09,2.5,5.5,6.18,618,,,6.74,674,,,,,,,,
new-jersey,freehold,New Jersey,Freehold,1898,6/12,16119,2026-02-09,,,6.18,618,,,6.74,674,,,,,,,,
new-jersey,jackson,New Jersey,Jackson,1898,4/12,18600,2026-02-09,3.5,6.5,6.18,618,,,6.74,674,,,,,,,,
new-jersey,lakewood,New Jersey,Lakewood,1898,4/12,15381,2026-02-09,,,6.18,618,,,6.74,674,,,,,,,,
new-jersey,manchester-township,New Jersey,Manchester Township,1898,6/12,16000,2026-02-09,,,6.18,618,,,6.74,674,,,,,,,,
new-jersey,millville,New Jersey,Millville,1387,6/12,15162,2026-02-09,1.5,3.5,5.71,571,,,6.74,674,,,,,,,,
new-jersey,newark,New Jersey,Newark,1694,4/12,24870,2026-02-09,,,5.85,585,,,6.74,674,,,,,,,,
new-jersey,paterson,New Jersey,Paterson,1898,6/12,16724,2026-02-09,,,6.18,618,,,6.74,674,,,,,,,,
new-jersey,sicklerville,New Jersey,Sicklerville,1898,6/12,13972,2026-02-09,2.5,4.5,6.18,618,,,6.74,674,,,,,,,,
new-jersey,toms-river,New Jersey,Toms River,1898,6/12,51184,2026-02-09,2.5,4.5,6.18,618,,,6.74,674,,,,,,,,
new-jersey,trenton,New Jersey,Trenton,1898,6/12,50861,2026-02-09,2.5,4.5,6.18,618,,,6.74,674,,,,,,,,
new-jersey,union,New Jersey,Union,1898,6/12,15778,2026-02-09,,,6.18,618,,,6.74,674,,,,,,,,
new-jersey,vineland,New Jersey,Vineland,1637,6/12,24190,2026-02-09,1.75,3.5,6.08,608,,,6.74,674,,,,,,,,
new-jersey,wayne,New Jersey,Wayne,1898,6/12,15388,2026-02-09,,,6.18,618,,,6.74,674,,,,,,,,
new-jersey,williamstown,New Jersey,Williamstown,1898,6/12,14042,2026-02-09,2.75,4.25,6.18,618,,,6.74,674,,,,,,,,
new-mexico,alamogordo,New Mexico,Alamogordo,3194,4/12,20987,2026-02-09,1.75,3.25,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,albuquerque,New Mexico,Albuquerque,3194,4/12,217645,2026-02-09,,,6.31,631,,,,,13.97,1397,9.74,974,,,,
new-mexico,artesia,New Mexico,Artesia,3194,4/12,10640,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,aztec,New Mexico,Aztec,3194,6/12,9333,2026-02-09,1.75,3.25,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,belen,New Mexico,Belen,3194,4/12,10837,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,carlsbad,New Mexico,Carlsbad,3194,4/12,18466,2026-02-09,2.25,4.0,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,clovis,New Mexico,Clovis,3194,4/12,21572,2026-02-09,2.0,3.5,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,deming,New Mexico,Deming,3194,4/12,14060,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,espanola,New Mexico,Espanola,3194,4/12,11074,2026-02-09,1.5,3.0,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,farmington,New Mexico,Farmington,3194,6/12,26682,2026-02-09,2.0,4.0,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,gallup,New Mexico,Gallup,3194,6/12,14250,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,hobbs,New Mexico,Hobbs,3194,4/12,19527,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,las-cruces,New Mexico,Las Cruces,3194,4/12,58021,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,las-vegas,New Mexico,Las Vegas,3194,6/12,11504,2026-02-09,1.5,3.0,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,los-lunas,New Mexico,Los Lunas,3194,4/12,18121,2026-02-09,2.0,3.5,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,portales,New Mexico,Portales,3194,4/12,11272,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,rio-rancho,New Mexico,Rio Rancho,3194,4/12,32370,2026-02-09,1.75,3.5,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,roswell,New Mexico,Roswell,3194,4/12,27967,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,santa-fe,New Mexico,Santa Fe,3194,6/12,53849,2026-02-09,4.5,8.5,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-mexico,silver-city,New Mexico,Silver City,3194,6/12,11119,2026-02-09,,,6.84,684,,,,,13.97,1397,9.74,974,,,,
new-york,albany,New York,Albany,2130,4/12,39701,2026-02-09,,,7.6,760,,,8.29,829,,,,,,,,
new-york,binghamton,New York,Binghamton,1468,4/12,29897,2026-02-09,,,8.81,881,,,8.29,829,,,,,,,,
new-york,bronx,New York,Bronx,2130,6/12,42341,2026-02-09,,,7.6,760,,,8.29,829,,,,,,,,
new-york,brooklyn,New York,Brooklyn,2176,4/12,80890,2026-02-09,,,5.78,578,,,8.29,829,,,,,,,,
new-york,buffalo,New York,Buffalo,1442,4/12,209366,2026-02-09,,,9.07,907,,,8.29,829,,,,,,,,
new-york,elmira,New York,Elmira,2130,4/12,20054,2026-02-09,,,7.6,760,,,8.29,829,,,,,,,,
new-york,huntington-station,New York,Huntington Station,2130,6/12,20802,2026-02-09,2.5,5.0,7.6,760,,,8.29,829,,,,,,,,
new-york,jamaica,New York,Jamaica,2130,6/12,24678,2026-02-09,,,7.6,760,,,8.29,829,,,,,,,,
new-york,lockport,New York,Lockport,1891,6/12,22700,2026-02-09,2.0,4.5,7.39,739,,,8.29,829,,,,,,,,
new-york,niagara-falls,New York,Niagara Falls,1506,4/12,23421,2026-02-09,,,7.42,742,,,8.29,829,,,,,,,,
new-york,north-tonawanda,New York,North Tonawanda,1891,4/12,20127,2026-02-09,,,7.39,739,,,8.29,829,,,,,,,,
new-york,poughkeepsie,New York,Poughkeepsie,2130,6/12,24313,2026-02-09,,,7.6,760,,,8.29,829,,,,,,,,
new-york,rochester,New York,Rochester,1570,6/12,158626,2026-02-09,3.5,5.5,9.85,985,,,8.29,829,,,,,,,,
new-york,schenectady,New York,Schenectady,2130,6/12,59325,2026-02-09,,,7.6,760,,,5.52,552,,,,,,,,
new-york,staten-island,New York,Staten Island,1828,6/12,81393,2026-02-09,,,4.42,442,,,8.29,829,,,,,,,,
new-york,syracuse,New York,Syracuse,1579,4/12,65690,2026-02-09,,,7.53,753,,,8.29,829,,,,,,,,
new-york,tonawanda,New York,Tonawanda,1442,6/12,19552,2026-02-09,2.5,4.5,9.07,907,,,8.29,829,,,,,,,,
new-york,troy,New York,Troy,4675,4/12,19966,2026-02-09,,,6.7,670,,,8.29,829,,,,,,,,
new-york,utica,New York,Utica,2130,4/12,22667,2026-02-09,2.5,4.5,7.6,760,,,8.29,829,,,,,,,,
new-york,yonkers,New York,Yonkers,2130,6/12,22908,2026-02-09,4.0,7.0,7.6,760,,,8.29,829,,,,,,,,
north-carolina,asheville,North Carolina,Asheville,2323,6/12,44295,2026-02-09,2.25,4.25,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,burlington,North Carolina,Burlington,3301,6/12,36534,2026-02-09,3.5,5.5,5.8,580,17.58,1758,8.51,851,,,,,,,,
north-carolina,cary,North Carolina,Cary,1804,6/12,37746,2026-02-09,1.8,3.5,6.97,697,17.58,1758,8.53,853,,,,,,,,
north-carolina,charlotte,North Carolina,Charlotte,2106,6/12,242918,2026-02-09,,,5.95,595,17.58,1758,8.51,851,,,,,,,,
north-carolina,concord,North Carolina,Concord,2323,6/12,44324,2026-02-09,,,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,durham,North Carolina,Durham,1167,6/12,80888,2026-02-09,,,6.19,619,17.58,1758,8.51,851,,,,,,,,
north-carolina,fayetteville,North Carolina,Fayetteville,2041,6/12,93199,2026-02-09,1.25,2.5,7.32,732,17.58,1758,8.51,851,,,,,,,,
north-carolina,gastonia,North Carolina,Gastonia,2323,6/12,41346,2026-02-09,,,6.02,602,17.58,1758,8.38,838,,,,,,,,
north-carolina,greensboro,North Carolina,Greensboro,2637,6/12,92473,2026-02-09,,,5.14,514,17.58,1758,8.51,851,,,,,,,,
north-carolina,greenville,North Carolina,Greenville,2323,6/12,34158,2026-02-09,,,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,hickory,North Carolina,Hickory,2601,6/12,35720,2026-02-09,,,7.08,708,17.58,1758,8.51,851,,,,,,,,
north-carolina,high-point,North Carolina,High Point,2463,6/12,44319,2026-02-09,,,4.85,485,17.58,1758,8.51,851,,,,,,,,
north-carolina,jacksonville,North Carolina,Jacksonville,2323,6/12,35447,2026-02-09,1.5,3.5,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,lexington,North Carolina,Lexington,2323,6/12,43822,2026-02-09,,,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,monroe,North Carolina,Monroe,2323,6/12,36699,2026-02-09,1.25,2.25,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,raleigh,North Carolina,Raleigh,1762,6/12,135256,2026-02-09,,,6.77,677,17.58,1758,8.53,853,,,,,,,,
north-carolina,salisbury,North Carolina,Salisbury,2323,6/12,38174,2026-02-09,,,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,statesville,North Carolina,Statesville,2323,6/12,36322,2026-02-09,,,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,wilmington,North Carolina,Wilmington,2323,6/12,68714,2026-02-09,2.0,4.0,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-carolina,winston-salem,North Carolina,Winston Salem,2323,6/12,89195,2026-02-09,,,6.02,602,17.58,1758,8.51,851,,,,,,,,
north-dakota,bismarck,North Dakota,Bismarck,1641,4/12,32928,2026-02-09,,,7.52,752,14.31,1431,7.96,796,,,,,,,,
north-dakota,burlington,North Dakota,Burlington,1981,6/12,1278,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,devils-lake,North Dakota,Devils Lake,1981,4/12,6390,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,dickinson,North Dakota,Dickinson,1981,6/12,13078,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,fargo,North Dakota,Fargo,1981,4/12,32991,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,forman,North Dakota,Forman,1981,4/12,869,2026-02-09,2.5,4.5,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,grand-forks,North Dakota,Grand Forks,1981,4/12,13892,2026-02-09,1.75,3.25,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,jamestown,North Dakota,Jamestown,1981,6/12,11165,2026-02-09,2.5,4.5,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,lisbon,North Dakota,Lisbon,1981,6/12,3239,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,mandan,North Dakota,Mandan,1981,6/12,13178,2026-02-09,1.5,3.5,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,minot-afb,North Dakota,Minot Afb,1981,4/12,0,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,minot,North Dakota,Minot,1981,4/12,23157,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,valley-city,North Dakota,Valley City,1981,4/12,5882,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,wahpeton,North Dakota,Wahpeton,1981,6/12,5354,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,west-fargo,North Dakota,West Fargo,1981,6/12,10572,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
north-dakota,williston,North Dakota,Williston,1981,6/12,14801,2026-02-09,,,7.44,744,14.31,1431,7.96,796,,,,,,,,
ohio,akron,Ohio,Akron,2244,4/12,118750,2026-02-09,,,5.53,553,9.66,966,7.72,772,,,,,,,,
ohio,canton,Ohio,Canton,1552,6/12,66568,2026-02-09,,,4.74,474,9.66,966,7.72,772,,,,,,,,
ohio,chillicothe,Ohio,Chillicothe,2244,6/12,29010,2026-02-09,,,5.53,553,9.66,966,7.72,772,,,,,,,,
ohio,cincinnati,Ohio,Cincinnati,1637,6/12,258765,2026-02-09,1.2,2.5,5.66,566,9.66,966,7.72,772,,,,,,,,
